Semaine;Martinique (LC);Guadeloupe (GP);Saint Martin (ile d Amérique du nord) (MF);Republique Dominicaine (DO);Sainte Lucie (LC);Barbade (BB)
2020-02-02;31,00;53,96;8,04;31,00;0,00;8,00
2020-02-09;31,00;78,69;0,00;8,35;0,00;0,00
2020-02-16;54,00;77,48;8,22;23,48;8,22;8,00
2020-02-23;46,00;30,67;15,33;38,92;8,26;8,00
2020-03-01;8,00;29,71;8,00;22,86;0,00;0,00
2020-03-08;15,00;45,00;0,00;15,00;0,00;7,00
2020-03-15;22,00;52,11;0,00;6,95;0,00;7,00
2020-03-22;15,00;15,00;0,00;0,00;0,00;7,00
2020-03-29;14,00;7,00;0,00;0,00;7,00;0,00
2020-04-05;15,00;30,00;0,00;0,00;0,00;0,00
2020-04-12;7,00;7,00;0,00;7,00;0,00;7,00
2020-04-19;14,00;7,00;0,00;14,00;7,00;0,00
2020-04-26;14,00;7,00;0,00;0,00;0,00;0,00
2020-05-03;21,00;36,17;0,00;7,00;0,00;0,00
2020-05-10;0,00;12,00;6,00;0,00;6,00;0,00
2020-05-17;22,00;15,05;0,00;0,00;0,00;15,00
2020-05-24;21,00;29,17;0,00;14,00;0,00;0,00
2020-05-31;27,00;7,04;0,00;21,13;0,00;0,00
2020-06-07;7,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;0,00;6,00;0,00;6,00;0,00;0,00
2020-06-21;29,00;51,04;6,96;6,96;6,96;0,00
2020-06-28;22,00;6,95;0,00;0,00;6,95;0,00
2020-07-05;23,00;29,90;0,00;8,05;0,00;0,00
2020-07-12;16,00;24,00;8,00;0,00;0,00;8,00
2020-07-19;43,00;43,00;0,00;25,57;0,00;9,00
2020-07-26;8,00;32,00;8,00;16,00;0,00;0,00
2020-08-02;16,00;22,86;8,00;8,00;8,00;0,00
2020-08-09;22,00;22,00;0,00;0,00;0,00;0,00
2020-08-16;15,00;36,92;0,00;0,00;0,00;0,00
2020-08-23;15,00;15,00;0,00;15,00;6,92;0,00
2020-08-30;7,00;37,33;0,00;7,00;7,00;8,00
2020-09-06;54,00;8,04;8,04;8,04;0,00;0,00
2020-09-13;8,00;14,86;8,00;0,00;0,00;8,00
2020-09-20;30,00;68,08;8,08;0,00;0,00;8,00
2020-09-27;23,00;37,95;8,05;8,05;0,00;0,00
2020-10-04;15,00;15,00;0,00;8,08;0,00;8,00
2020-10-11;25,00;33,33;8,33;16,67;0,00;0,00
2020-10-18;16,00;0,00;0,00;8,00;0,00;0,00
2020-10-25;15,00;0,00;0,00;0,00;0,00;8,00
2020-11-01;29,00;44,08;6,96;0,00;0,00;7,00
2020-11-08;0,00;26,00;7,00;7,00;0,00;0,00
2020-11-15;0,00;7,00;13,00;7,00;0,00;0,00
2020-11-22;15,00;21,92;6,92;0,00;6,92;0,00
2020-11-29;38,00;30,88;0,00;7,13;0,00;0,00
2020-12-06;38,00;46,06;0,00;14,97;8,06;0,00
2020-12-13;31,00;107,93;8,04;8,04;0,00;8,00
2020-12-20;33,00;82,50;8,25;24,75;16,50;16,00
2020-12-27;33,00;74,25;0,00;8,25;0,00;0,00
2021-01-03;100,00;84,88;8,14;15,12;0,00;8,00
2021-01-10;93,00;109,28;8,14;15,11;0,00;0,00
2021-01-17;53,00;67,98;14,98;14,98;0,00;8,00
2021-01-24;15,00;15,00;0,00;15,00;0,00;0,00
2021-01-31;23,00;46,00;0,00;0,00;0,00;0,00
2021-02-07;0,00;7,00;0,00;7,00;0,00;0,00
2021-02-14;32,00;16,59;0,00;0,00;0,00;0,00
2021-02-21;8,00;16,00;0,00;0,00;0,00;0,00
2021-02-28;31,00;0,00;0,00;8,04;0,00;0,00
2021-03-07;0,00;7,00;0,00;13,00;0,00;0,00
2021-03-14;22,00;37,05;0,00;0,00;0,00;0,00
2021-03-21;39,00;39,00;0,00;8,03;0,00;0,00
2021-03-28;25,00;16,67;8,33;0,00;0,00;8,00
2021-04-04;31,00;31,00;8,35;8,35;0,00;8,00
2021-04-11;0,00;13,00;0,00;20,00;0,00;0,00
2021-04-18;0,00;21,00;0,00;21,00;7,00;8,00
2021-04-25;8,00;22,86;8,00;16,00;0,00;8,00
2021-05-02;30,00;21,92;6,92;0,00;6,92;0,00
2021-05-09;23,00;8,05;0,00;14,95;0,00;8,00
2021-05-16;46,00;30,67;8,26;15,33;0,00;8,00
2021-05-23;16,00;54,86;0,00;24,00;0,00;0,00
2021-05-30;16,00;46,86;0,00;24,00;0,00;0,00
2021-06-06;16,00;16,00;8,00;8,00;0,00;16,00
2021-06-13;15,00;0,00;8,08;53,08;0,00;15,00
2021-06-20;8,00;38,86;0,00;14,86;0,00;0,00
2021-06-27;16,00;16,00;0,00;14,86;8,00;0,00
2021-07-04;50,00;83,72;0,00;8,14;0,00;0,00
2021-07-11;77,00;25,67;0,00;33,83;0,00;0,00
2021-07-18;19,00;19,00;0,00;27,94;0,00;10,00
2021-07-25;26,00;50,87;0,00;16,96;0,00;0,00
2021-08-01;44,00;52,11;0,00;9,26;0,00;0,00
2021-08-08;63,00;99,17;0,00;17,50;0,00;9,00
2021-08-15;9,00;56,57;9,00;9,00;9,00;0,00
2021-08-22;0,00;24,00;16,00;8,00;0,00;9,00
2021-08-29;18,00;0,00;0,00;18,00;0,00;0,00
2021-09-05;9,00;28,13;18,00;0,00;18,00;10,00
2021-09-12;18,00;36,00;0,00;70,88;0,00;0,00
2021-09-19;9,00;54,00;0,00;0,00;0,00;0,00
2021-09-26;36,00;26,71;9,29;9,29;0,00;9,00
2021-10-03;13,00;26,00;0,00;33,09;0,00;6,00
2021-10-10;24,00;24,00;6,00;18,00;0,00;12,00
2021-10-17;23,00;28,75;0,00;11,50;0,00;17,00
2021-10-24;24,00;49,20;0,00;12,00;0,00;0,00
2021-10-31;18,00;49,20;6,00;37,20;6,00;0,00
2021-11-07;30,00;58,85;5,77;17,31;0,00;0,00
2021-11-14;17,00;44,20;0,00;22,67;0,00;0,00
2021-11-21;28,00;72,33;0,00;32,67;0,00;6,00
2021-11-28;32,00;68,57;0,00;26,29;0,00;54,00
2021-12-05;11,00;26,40;0,00;26,40;0,00;11,00
2021-12-12;29,00;46,40;5,80;46,40;17,40;12,00
2021-12-19;40,00;45,71;6,86;38,86;6,86;7,00
2021-12-26;15,00;38,08;0,00;46,15;8,08;8,00
