Semaine;Martinique (LC);Guadeloupe (GP);Saint Martin (ile d Amérique du nord) (MF);Republique Dominicaine (DO);Sainte Lucie (LC);Barbade (BB)
2020-01-12;37,00;24,31;12,69;37,00;0,00;0,00
2020-01-19;49,00;0,00;0,00;99,04;0,00;37,00
2020-01-26;12,00;35,00;0,00;47,00;0,00;12,00
2020-02-02;25,00;37,50;0,00;25,00;0,00;0,00
2020-02-09;0,00;35,00;0,00;36,00;24,00;24,00
2020-02-16;38,00;25,33;0,00;25,33;0,00;25,00
2020-02-23;58,00;35,21;0,00;70,43;11,39;12,00
2020-03-01;24,00;11,48;0,00;48,00;0,00;0,00
2020-03-08;11,00;33,00;11,00;44,00;0,00;11,00
2020-03-15;35,00;0,00;0,00;36,06;0,00;0,00
2020-03-22;33,00;0,00;0,00;0,00;11,34;0,00
2020-03-29;23,00;23,00;0,00;11,50;0,00;0,00
2020-04-05;12,00;12,00;0,00;12,00;0,00;0,00
2020-04-12;48,00;23,49;0,00;35,74;0,00;0,00
2020-04-19;12,00;24,00;0,00;0,00;0,00;12,00
2020-04-26;0,00;10,00;0,00;10,00;0,00;0,00
2020-05-03;12,00;12,00;0,00;0,00;0,00;23,00
2020-05-10;0,00;22,00;0,00;0,00;0,00;11,00
2020-05-17;12,00;24,00;0,00;0,00;0,00;25,00
2020-05-24;36,00;0,00;12,71;12,71;24,35;12,00
2020-05-31;0,00;0,00;11,00;34,00;0,00;0,00
2020-06-07;34,00;57,38;11,69;23,38;0,00;11,00
2020-06-14;0,00;0,00;22,00;33,00;0,00;11,00
2020-06-21;25,00;0,00;12,50;37,50;0,00;0,00
2020-06-28;0,00;12,00;0,00;0,00;0,00;0,00
2020-07-05;13,00;0,00;0,00;40,08;0,00;0,00
2020-07-12;0,00;37,00;12,00;25,00;13,00;0,00
2020-07-19;26,00;13,52;0,00;0,00;13,52;13,00
2020-07-26;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-02;39,00;65,35;0,00;13,70;13,70;13,00
2020-08-09;12,00;24,00;0,00;12,00;12,00;0,00
2020-08-16;12,00;0,00;0,00;12,00;12,00;0,00
2020-08-23;12,00;35,00;0,00;23,00;0,00;0,00
2020-08-30;12,00;47,00;12,00;35,00;0,00;0,00
2020-09-06;0,00;35,00;0,00;35,00;12,00;0,00
2020-09-13;24,00;12,52;0,00;24,00;0,00;12,00
2020-09-20;12,00;12,00;0,00;0,00;0,00;0,00
2020-09-27;12,00;0,00;12,00;0,00;12,00;0,00
2020-10-04;0,00;12,00;0,00;37,00;0,00;0,00
2020-10-11;0,00;13,00;0,00;13,00;0,00;0,00
2020-10-18;26,00;26,00;0,00;39,52;0,00;0,00
2020-10-25;13,00;13,00;0,00;0,00;0,00;0,00
2020-11-01;12,00;24,00;0,00;0,00;0,00;0,00
2020-11-08;13,00;13,00;0,00;0,00;0,00;0,00
2020-11-15;12,00;0,00;0,00;24,00;0,00;12,00
2020-11-22;12,00;23,00;12,00;24,00;12,00;12,00
2020-11-29;12,00;0,00;23,00;70,00;12,00;0,00
2020-12-06;12,00;47,00;12,00;71,00;0,00;12,00
2020-12-13;25,00;50,00;25,00;0,00;0,00;12,00
2020-12-20;0,00;0,00;0,00;41,00;0,00;14,00
2020-12-27;43,00;28,32;0,00;28,32;0,00;0,00
2021-01-03;100,00;25,00;0,00;12,50;0,00;0,00
2021-01-10;25,00;12,50;0,00;25,00;0,00;12,00
2021-01-17;12,00;35,00;0,00;47,00;0,00;12,00
2021-01-24;12,00;35,00;12,00;47,00;0,00;0,00
2021-01-31;24,00;47,00;0,00;35,00;0,00;0,00
2021-02-07;24,00;12,00;0,00;12,00;0,00;0,00
2021-02-14;51,00;0,00;0,00;52,04;0,00;13,00
2021-02-21;13,00;13,00;0,00;26,00;13,00;25,00
2021-02-28;0,00;24,00;0,00;36,00;0,00;25,00
2021-03-07;24,00;12,52;24,00;49,04;12,52;24,00
2021-03-14;12,00;36,00;0,00;12,00;0,00;0,00
2021-03-21;25,00;12,50;0,00;25,00;0,00;0,00
2021-03-28;14,00;0,00;0,00;56,00;0,00;14,00
2021-04-04;0,00;25,00;0,00;25,00;0,00;0,00
2021-04-11;0,00;12,00;12,00;48,00;0,00;37,00
2021-04-18;13,00;0,00;13,00;40,08;0,00;13,00
2021-04-25;12,00;24,00;0,00;71,00;0,00;0,00
2021-05-02;12,00;12,00;0,00;35,00;12,00;0,00
2021-05-09;0,00;12,00;0,00;24,00;0,00;0,00
2021-05-16;0,00;12,00;0,00;47,00;0,00;12,00
2021-05-23;26,00;13,52;0,00;26,00;0,00;0,00
2021-05-30;26,00;26,00;0,00;0,00;12,48;13,00
2021-06-06;37,00;37,00;0,00;24,67;0,00;0,00
2021-06-13;0,00;12,00;0,00;25,00;12,00;13,00
2021-06-20;13,00;26,00;13,00;13,00;0,00;0,00
2021-06-27;25,00;25,00;0,00;0,00;0,00;0,00
2021-07-04;0,00;0,00;0,00;64,00;0,00;0,00
2021-07-11;0,00;13,00;0,00;51,00;13,00;13,00
2021-07-18;15,00;15,00;0,00;15,00;0,00;0,00
2021-07-25;0,00;28,00;0,00;28,00;0,00;15,00
2021-08-01;57,00;14,51;14,51;29,02;14,51;0,00
2021-08-08;15,00;30,00;0,00;46,07;0,00;29,00
2021-08-15;27,00;0,00;27,00;40,50;0,00;41,00
2021-08-22;14,00;27,00;0,00;68,00;14,00;28,00
2021-08-29;14,00;0,00;0,00;29,08;0,00;0,00
2021-09-05;14,00;0,00;0,00;29,08;0,00;0,00
2021-09-12;0,00;13,00;0,00;26,00;13,00;27,00
2021-09-19;27,00;27,00;0,00;13,50;0,00;0,00
2021-09-26;14,00;28,00;14,00;42,00;0,00;14,00
2021-10-03;0,00;19,00;0,00;39,00;0,00;0,00
2021-10-10;19,00;19,00;9,50;39,06;9,50;28,00
2021-10-17;0,00;9,00;9,00;45,00;9,00;28,00
2021-10-24;18,00;27,53;9,53;27,53;0,00;0,00
2021-10-31;18,00;27,53;27,53;55,06;9,53;45,00
2021-11-07;26,00;17,68;0,00;35,36;0,00;0,00
2021-11-14;0,00;42,00;0,00;17,00;9,00;35,00
2021-11-21;43,00;102,38;17,40;25,60;0,00;9,00
2021-11-28;9,00;18,00;0,00;37,13;9,00;51,00
2021-12-05;0,00;42,00;8,00;43,00;9,00;35,00
2021-12-12;18,00;27,00;9,00;27,00;0,00;28,00
2021-12-19;0,00;20,00;0,00;0,00;10,00;21,00
2021-12-26;38,00;51,72;12,67;39,06;12,67;63,00
